time,station_id,grid,combination,HFB(HBV),HFB(RECAL_HBV),HFB(HYMOD),HFB(LSTM),RMSE(PRECIP)
future,01108000,1,3,-1.0474335960434928,6.011592852874375,-17.972406431646483,23.368234235793352,6.105341352890715
future,01108000,1,4,-3.843145134828909,3.2877776764698505,7.938450209446065,25.93861630281958,7.185634068325464
future,01108000,1,5,-10.07054322405822,-4.17602877712883,-11.617360358157718,20.43662811867894,5.099425500498553
future,01108000,1,6,2.7001207371061287,14.744503674089954,18.284034768105194,21.49823191861657,5.139083368873839
future,01108000,1,7,-11.032897522130781,-2.1324414622488974,-40.388333276226646,15.417820657485844,4.297688842479287
future,01108000,1,8,2.4760108320755325,5.211557078916999,-15.463757670929535,24.854944152555017,4.673461547991804
future,01108000,1,9,25.411473103036545,25.37401498208689,10.048823321368028,35.207323440130594,4.999707304142078
future,01108000,2,0,-11.227912049493508,-3.514094416533147,-12.766772962554079,12.982171676666143,3.328653852066606
future,01108000,2,1,6.808608747313322,9.004177306418464,-11.25863351613284,22.460528142083007,3.2820936108106125
future,01108000,2,2,0.2224257414530135,0.0502345342968272,-20.77212511825442,8.746209906017862,2.778238476989118
future,01108000,2,3,4.304315582055641,8.867295459785366,15.597619638044211,21.522623253188442,5.700454804103155
future,01108000,2,4,5.054232970928433,2.6351933274600516,6.0513739580689725,19.475493387334975,3.3335258574932243
future,01108000,2,5,-2.1346482972815872,7.355787686208965,8.679017586732968,17.53986676523863,3.9667043480424704
future,01108000,2,6,-5.223694671596816,3.4987627205165377,-36.238728444884,18.063699712472623,4.419219103738416
future,01108000,2,7,13.557052202682698,16.48499961961133,0.24757204590449033,28.53397045047891,3.8819386312233917
future,01108000,2,8,34.26599214947474,33.57664657478877,21.35194198579147,35.07317109998531,3.6726996791341
future,01108000,2,9,0.897194590001988,1.9540943468436156,-17.41959425595686,11.036091625467572,3.1132318599022826
future,01108000,3,0,4.280621142757254,7.833799769211512,-6.6497746995655485,21.809511807438543,4.509685061511829
future,01108000,3,1,21.689181223550648,21.92606754192841,17.54038943669374,24.370021191423774,2.7686759970403085
future,01108000,3,2,14.52021954524099,13.240081002460622,18.876976496626153,24.154564402705578,3.093516487725875
future,01108000,3,3,0.9176368513574618,3.1904446366068617,-12.346080515795425,9.711990605851712,2.332314244994832
future,01108000,3,4,-1.3267143768914202,2.86278770885806,-21.75335366331712,16.549694730832908,3.5326581273712323
future,01108000,3,5,9.601474630398688,6.416721305191928,-28.09405530909339,15.65534579653097,2.8178354262140575
future,01108000,3,6,7.036086979499085,3.3381283599789335,-8.05117301993179,13.692424109556583,2.5555180693096484
future,01108000,3,7,-2.1606076462187946,-0.4452580051488947,-18.430905446991535,-4.2584366432180785,1.6926321174371572
future,01108000,3,8,1.689796814375551,1.8732544951196965,-21.820545982602006,8.69510425262918,2.5102797833269714
future,01108000,3,9,11.522466451751907,8.737614864311581,-17.773617054885733,17.0154530719434,2.512129287535257
future,01108000,4,0,4.004302166821625,3.1733126278004273,-12.633491741500638,10.320612478026021,2.844863014660785
future,01108000,4,1,-5.138557299019762,-2.432280653664538,-13.820420541452789,-7.102350105086002,1.0104152758076512
future,01108000,4,2,-4.00610247961146,-1.3947778152681676,-28.33187082116913,4.3749343031018215,2.076981314734117
future,01108000,4,3,4.593701344369055,3.827639214993931,-15.647099202461437,12.24055895646902,2.773647212585385
future,01108000,4,4,-2.5336789159561763,-1.5148761007315676,10.151092702751516,6.1525979965422355,2.8208409415236146
future,01108000,4,5,7.795993200625113,7.4159529781529105,-3.27389784560634,15.279603094911906,3.411842862516496
future,01108000,4,6,-1.4131874654093122,1.900839933028366,-1.1667188370211679,8.939598344409127,2.2271083322148195
future,01108000,4,7,0.8984722313367073,-0.022649096388171006,-7.391038972125933,15.181457010563188,3.259357813258131
future,01108000,4,8,10.914483400244954,9.953639041931606,-15.177914459589658,17.70596013875185,2.739474535877627
future,01108000,4,9,0.3948492470336923,1.537292898695237,-24.960291488063056,6.388380897403656,2.673231521125029
future,01108000,5,0,-0.12416350789205015,-1.2675363532515687,-1.554657205926168,-1.6009426670065983,1.1544452319815333
future,01108000,5,1,1.167880329143633,0.728023262364226,-22.73702134183701,-0.0613848586725457,1.6581129684399434
future,01108000,5,2,0.9578825534010502,8.732155851335976,-18.621854751925614,10.433277213905615,2.6326375297482025
future,01108000,5,3,-6.869354785318508,-3.959584720106535,-27.472250501329043,-6.440880341339307,1.0300206138027328
future,01108000,5,4,2.4359974284564374,2.067862500239554,8.675068513516571,8.477905225727282,2.5327747588099014
future,01108000,5,5,-1.2269422035712443,-0.21104311865281183,-17.777566128102134,6.972611435006093,2.389765868706061
future,01108000,5,6,-0.252798760455612,2.6073755911268965,-14.601465919207776,-0.9522493166070731,1.96490655690958
future,01108000,5,7,3.737855873926995,6.247549977554162,6.6441414627715645,13.093094174362033,2.9797748705909903
future,01108000,5,8,7.867947637612133,5.708849931152551,-12.436793050560333,12.790525476458587,2.2066483828953323
future,01108000,5,9,8.779602804538877,8.941572881017326,5.966410809310288,20.54987360061977,3.896311596002263
future,01108000,6,0,7.021916775604947,8.704976935670174,-15.008510833527403,13.854452260641153,2.402984105070828
future,01108000,6,1,-3.6681663465788015,-1.301800370864438,-22.524874805667853,12.439754855472628,0.9267436146959643
future,01108000,6,2,6.903444579113,5.933947104487249,-13.977802724047484,14.056551889950947,2.64200511100676
future,01108000,6,3,-2.8176637399000986,0.6213982855214741,-13.347867471425845,-5.4826493403015135,1.0830219990373717
future,01108000,6,4,0.7219835033273835,1.4052312443703903,-19.231870414646885,14.544378581388367,0.8702704810474187
future,01108000,6,5,-2.952977572167862,-3.8660846042476953,-9.74625462346458,12.717351472742974,0.748483327282699
future,01108000,6,6,8.159946757201105,3.714103360022484,-16.260773565368485,14.85798145445528,2.811899182036017
future,01108000,6,7,1.1355327735328433,2.8938576231341337,-7.609573714968673,-0.023055618631032518,1.5416083701234995
future,01108000,6,8,-0.3742908364659769,1.1053339783486222,-21.836109977043108,6.596868733387031,2.1285378905055814
future,01108000,6,9,2.835841091616756,5.814778012721821,-17.994707080397905,11.001827607854704,2.690602516116075
future,01108000,7,0,-1.5659817541202485,1.87145418232987,-9.022296583529,13.612861899167386,0.8011443599732083
future,01108000,7,1,9.823842297245577,8.437194926834707,-13.034961493632412,16.165821584356557,2.068166292079385
future,01108000,7,2,-1.5114496989702828,-1.7946795530346054,-18.025544696249487,-2.3233907671829725,1.3991387566508204
future,01108000,7,3,-3.6629396320276864,-2.8286979150635676,0.808688890269774,11.996064864689071,0.7288268742806526
future,01108000,7,4,-1.6394461308664774,0.8078177711779183,-1.8186062907574883,-2.6062140990044282,1.495616915951108
future,01108000,7,5,0.7161760427150323,0.9967925395037949,-20.00612106348542,14.752866417371738,0.8439325657309583
future,01108000,7,6,-3.407817887327135,-4.032816798428271,3.4294216408050713,12.780072047356358,0.4761913861248732
future,01108000,7,7,-1.113406348599795,0.17288810242966052,-28.27217012607417,14.206384373749579,0.734767391241727
future,01108000,7,8,-1.267594427857694,-0.2023900023404095,-21.428948913511235,14.040291000236364,0.6163107501736111
future,01108000,7,9,-2.548313716699296,-8.590337663182385,-23.091741036039366,13.261510532120191,0.6006437100523893
future,01108000,8,0,-2.004909627201684,0.24339067426359548,-26.990115121291723,13.083221491321037,0.6042201455762352
future,01108000,8,1,5.085186735992258,6.042023946483088,-13.927568189750644,13.332942297652101,2.553963440743354
future,01108000,8,2,0.5025195667866648,0.3325351946631747,-10.604423078151582,14.622779299655095,0.47592569732223905
future,01108000,8,3,1.2239223240528148,4.3785349286814785,-27.333974864148985,-0.26871120253345065,1.4106757977777629
future,01108000,8,4,2.7392630216333735,2.2932500466048644,-19.311722998066703,11.33401435488114,2.311726923616122
future,01108000,8,5,-1.02443605201859,-0.061442933278667004,-24.167456965264993,13.702296792597576,0.6129176526636203
future,01108000,8,6,1.1907036493501701,-5.877963184184197,-17.83337582458682,15.281926079156849,0.8171730837358921
future,01108000,8,7,-2.238834140667152,-1.2034219880912247,-0.34902838280225645,12.99320585182961,0.9880794792438656
future,01108000,8,8,1.2933795529765248,4.883784001955951,-8.17458155794423,-0.21295958065488296,1.317695599850933
future,01108000,8,9,-1.3252625117383319,-0.21487604265696233,-23.26044776682814,-2.162524108220873,1.329428632559085
future,01108000,9,0,1.1643377781700996,0.9229797151208259,-22.65066440253136,-0.09274514597924036,1.4028064661238109
future,01108000,9,1,-0.19536297499946348,-0.9147911956574146,4.669372556147978,14.43926354430482,0.5177000285223129
future,01108000,9,2,4.840228047363321,-3.8657942312170763,-17.079451287891505,1.1308868050429626,1.9037630237200323
future,01108000,9,3,-0.0403037766497118,-0.28781774794808085,-21.047340676673706,14.442748020672235,0.27791791379607084
future,01108000,9,4,0.13827563718005728,-18.288796885807322,-22.65153552162321,14.890503233884441,0.505585177625077
future,01108000,9,5,-1.827201332463765,-0.8251240038027272,-5.034836052483184,13.341072742509391,0.4379132746536082
future,01108000,9,6,-2.1824436981212365,3.1471790550448517,-24.537682579302324,13.264414262426369,0.19209290170016052
future,01108000,9,7,0.6518874537363141,0.3614563485126756,-26.350423334841338,14.753447163432975,0.34765594569822145
future,01108000,9,8,-0.8327317772049049,0.7242484129661969,-23.572714923954212,14.420679670345308,0.3726364627644038
future,01108000,9,9,0.8658343026953005,1.7463034061337226,-24.54151550330649,15.022332589784796,0.45045647516432524
future,01108000,99,0,0.0,-0.7566540431831204,-23.688864136201218,18.981859235285192,0.0
future,01108000,99,1,0.0,3.0219121296364557,-17.591959686931418,,0.0
future,01108000,99,2,0.0,0.5784230769900833,-19.512777284466267,,0.0
future,01108000,99,3,0.0,-0.5188385311073743,-21.384986436675742,,0.0
future,01108000,99,4,0.0,3.073946976723113,-26.11725379125548,,0.0
historical,01104500,1,0,-38.89547848365517,-11.069495882045947,-15.611943880840279,-69.71803666667597,4.488545686336509
historical,01104500,1,1,0.8637795868928808,4.97294234864321,4.462209991934336,15.578453234498719,3.892844008218211
historical,01104500,1,2,55.66633827227337,48.582508393593244,41.55407762573644,-4.6861786893435555,7.3779122799586005
historical,01104500,1,3,-19.739945131157747,-14.1020739082747,-16.445302797306237,8.916605499722305,3.0497952934667407
historical,01104500,1,4,-0.5191050182942666,-8.29800535292164,-5.499722306724085,-46.82020267422811,7.377687749009422
historical,01104500,1,5,-1.73174550457845,4.572868669221256,-0.1756863489334645,15.687297835108804,3.192648815138843
historical,01104500,2,0,22.751731047782776,19.62858873207204,15.49388935248626,-2.216243521653098,4.184194420568918
historical,01104500,2,1,-19.29549634533322,-12.279066392415485,-10.337027537683959,-35.60223159340122,2.9990581315950213
historical,01104500,2,2,-1.4304692318641188,-4.330480116324176,-4.9489407187650905,-24.416355715318343,1.5210951693885277
historical,01104500,2,3,-10.62979160445314,-5.445439550778799,-7.893047620908211,-22.331562980555894,2.644137785794442
historical,01104500,2,4,35.534413034559556,28.626269504812885,28.12042120069549,39.882894373292324,3.8697799700178295
historical,01104500,2,5,10.947115478539473,5.6032642216634265,6.042410321817201,-5.395064036906696,1.8598015209334378
historical,01104500,3,0,-14.73016307153881,-4.622127828215313,-12.994510324887177,-24.345188091842516,2.4852859424799414
historical,01104500,3,1,-9.405987569388431,-2.369463228665761,-6.9029803884356795,-35.65386300651114,1.1399505052177656
historical,01104500,3,2,-18.569726130239545,-5.961474593158419,-14.359533252025484,-29.23621790130865,2.5412330713512317
historical,01104500,3,3,25.40628340343111,13.308903767418624,15.382253864681042,2.10823618720155,4.194822959544326
historical,01104500,3,4,16.571032265446863,7.924166013133912,14.078770000195359,8.892882958563696,2.1452650976060395
historical,01104500,3,5,6.669383130203259,2.831075970740339,4.782603841935313,4.633989098794617,0.8514212358248139
historical,01104500,4,0,-13.421097432662874,-13.79186679653595,-9.112665325180219,-23.376750235132242,2.4008722318937012
historical,01104500,4,1,15.206986148826845,10.535738705977241,5.448230437973925,1.279342690247802,1.8062527970293
historical,01104500,4,2,0.3566753835376719,0.40119003430000316,-1.1508223349120428,-0.756609518599868,0.9219439928238885
historical,01104500,4,3,7.735222950023582,3.416325015559195,2.191125536896923,-9.73210273813943,1.3475456367657725
historical,01104500,4,4,0.3753743277450483,-5.160769056875489,-1.773050635066381,-20.601212919575005,1.8630172649640597
historical,01104500,4,5,-7.609772570602467,-4.959406545746828,-6.06501650809776,-31.21216603546101,1.120342032479045
historical,01104500,5,0,0.44570468506233435,1.1928251871987574,-1.9660404846096502,-19.031338872314123,1.2375493170844298
historical,01104500,5,1,-10.95604631756389,-4.795441923032916,-9.054893960241023,-37.0158159577348,1.1596132871510192
historical,01104500,5,2,-0.1006114833844541,-1.6990921243954251,-0.4701249480197297,-1.387350024699353,0.31619611882691506
historical,01104500,5,3,7.182766829747507,-0.48617254939172716,1.8506372990910032,-9.987468916493865,1.0937090150574977
historical,01104500,5,4,4.485792988733187,2.628876193453139,2.002322018146347,2.7585129036669453,0.5122625232634047
historical,01104500,5,5,0.43816928963548113,1.6728577847611958,0.20847927347624534,-0.6114833844530853,0.9115934709218522
historical,01104500,99,0,0.0,-2.6819030501606167,-3.999480894981707,2.845030406715991,0.0
historical,01104500,99,1,0.0,-1.2892503397905157,0.7460041472583709,,0.0
historical,01104500,99,2,0.0,-5.181979799558482,-2.3077846216533757,,0.0
historical,01104500,99,3,0.0,-2.3927671367451033,2.1086548202808166,,0.0
historical,01104500,99,4,0.0,0.5290126678369802,-1.7096974957369222,,0.0
future,01104500,1,0,-65.55087460133998,-30.86500386406691,-38.156007997136705,-71.63752088761834,4.488545686336509
future,01104500,1,1,8.136197530188733,12.688159541509656,12.02043966014449,14.424026061364575,3.892844008218211
future,01104500,1,2,63.023387293488994,56.44182128633533,49.770777623519066,12.02693676380407,7.3779122799586005
future,01104500,1,3,-28.194580275705157,-21.722781125115972,-22.67808333162356,-10.90783915451024,3.0497952934667407
future,01104500,1,4,-5.973915838570908,-12.731017628807928,-7.784556042648353,-24.13001502312741,7.377687749009422
future,01104500,1,5,7.939232703456235,14.38527140795656,9.647515028826625,17.6395224514826,3.192648815138843
future,01104500,2,0,18.791789484722685,16.597364227631154,13.59650022682871,-17.736637053552084,4.184194420568918
future,01104500,2,1,-29.208470399423692,-21.050615857036362,-17.334386548031826,-40.80021520231068,2.9990581315950213
future,01104500,2,2,3.88207642873589,1.7484047900751643,0.2881522465160733,-20.78229687432322,1.5210951693885277
future,01104500,2,3,-9.793984821853975,-3.977253298134987,-6.2439445854049955,-26.750513499157652,2.644137785794442
future,01104500,2,4,41.97425323202411,36.77611436726189,35.55386098933791,50.316534330923716,3.8697799700178295
future,01104500,2,5,8.960189852207993,4.28238920158575,5.143996334265728,-10.715205730217454,1.8598015209334378
future,01104500,3,0,-17.904763858778036,-6.684721775783807,-14.342413320658276,-36.99314042634678,2.4852859424799414
future,01104500,3,1,-10.33951356070916,-1.6842316434024729,-7.501419104220377,-37.40006428713094,1.1399505052177656
future,01104500,3,2,-26.92935482620817,-11.539995942159814,-20.66956642661578,-47.73273879135634,2.5412330713512317
future,01104500,3,3,29.529108164237662,18.83134202805381,21.696906694752393,-7.252363463936513,4.194822959544326
future,01104500,3,4,22.626106502346936,15.21245528966824,19.787328140209777,14.657693824559967,2.1452650976060395
future,01104500,3,5,9.628821607770995,6.6850637286080055,8.317888464107495,2.8181472084111276,0.8514212358248139
future,01104500,4,0,-15.805629455360334,-15.680930658806306,-8.776903138443018,-35.33124970079127,2.4008722318937012
future,01104500,4,1,21.233332649427687,17.159534670596845,12.675165334190494,4.237251428792888,1.8062527970293
future,01104500,4,2,0.09426499520126506,0.16698696247866004,-0.7868334484574494,-4.931643630444745,0.9219439928238885
future,01104500,4,3,9.755344152720692,5.019867459085346,5.334578041613382,-12.496779944238892,1.3475456367657725
future,01104500,4,4,-5.965594986515656,-11.61704931187693,-7.070444561468296,-33.62946447908046,1.8630172649640597
future,01104500,4,5,-6.746957189786093,-3.5186945608983757,-4.438547657965105,-35.51020501211652,1.120342032479045
future,01104500,5,0,-3.3824833525966707,-1.7591193118997266,-3.919691239396613,-31.694011494174262,1.2375493170844298
future,01104500,5,1,-12.936987213244059,-6.159938174929383,-9.515635222964637,-44.15705209309323,1.1596132871510192
future,01104500,5,2,-0.4789619224131832,-2.3279008427997243,0.48796668011681577,-5.804763174872392,0.31619611882691506
future,01104500,5,3,9.482921736117286,1.8645547660244808,5.35999653487805,-12.688273525784382,1.0937090150574977
future,01104500,5,4,6.860371543141909,4.926172385257731,4.581255969926388,2.395265549164841,0.5122625232634047
future,01104500,5,5,0.6028628290441073,2.451687765155921,1.209601123429015,-3.682375979409875,0.9115934709218522
future,01104500,99,0,0.0,-2.7506685177712837,-3.7810863613255927,-10.388070861743909,0.0
future,01104500,99,1,0.0,-1.310249238015123,1.6617767412807793,,0.0
future,01104500,99,2,0.0,-5.3376556170310705,-1.35265138821448,,0.0
future,01104500,99,3,0.0,-7.197309059242181,3.5398956359980605,,0.0
future,01104500,99,4,0.0,0.5429071005364142,-1.223507204946003,,0.0
historical,01109060,1,0,-17.702827878291703,10.170384771276474,5.350912570817647,15.170188649262428,4.890083046129112
