station_id,grid,combination,NSE(HBV),RMSE(HBV),BIAS(HBV),KGE(HBV),HFB(HBV),NSE(RECAL_HBV),RMSE(RECAL_HBV),BIAS(RECAL_HBV),KGE(RECAL_HBV),HFB(RECAL_HBV),NSE(FULL-HYMOD),RMSE(FULL-HYMOD),BIAS(FULL-HYMOD),KGE(FULL-HYMOD),HFB(FULL-HYMOD),NSE(HYMOD),RMSE(HYMOD),BIAS(HYMOD),KGE(HYMOD),HFB(HYMOD),NSE(LSTM),RMSE(LSTM),BIAS(LSTM),KGE(LSTM),HFB(LSTM),NSE(FULL-HYMOD-LSTM),RMSE(FULL-HYMOD-LSTM),BIAS(FULL-HYMOD-LSTM),KGE(FULL-HYMOD-LSTM),HFB(FULL-HYMOD-LSTM),NSE(HYMOD-LSTM),RMSE(HYMOD-LSTM),BIAS(HYMOD-LSTM),KGE(HYMOD-LSTM),HFB(HYMOD-LSTM),NSE(PRECIP),RMSE(PRECIP),BIAS(PRECIP),KGE(PRECIP)
01095375,2,0,0.988320706092372,0.13406257479163317,-7.362906722539048,0.894587771461046,-8.759521010366372,0.9927704871605617,0.10547603097046325,-2.31571000690566,0.9707961506463981,-0.8038049576269675,0.8957989007066605,0.40043811904953386,-8.734114608025791,0.8600588316149089,22.300896478039924,0.8524950027539642,0.47643387120412006,-10.57748813166651,0.8554155112774036,10.73935504130079,0.9525726645503946,0.2701553828872397,7.223598692861041,0.9137440170896485,4.074142295305452,0.9561617832271189,0.2597321450884246,2.236699088048646,0.9427018249947648,6.726148859010538,0.9726983246282419,0.20497170401113918,-3.3645702112104345,0.94688705494652,-7.411618983429909,0.9921157318158944,0.7107989090392466,-2.379052868779492,0.9481883732464073
01095375,2,1,0.7692891569730481,0.5958449535026209,33.35613110593518,0.5322155161071861,45.43278712380282,0.9148655326022007,0.36195282791929473,10.562227643372088,0.8266021085069007,25.06040982947387,0.8352410597477139,0.5035281526600693,1.5888193331543485,0.8053807406824133,35.93954038746539,0.7526825518015892,0.6169168619430104,6.145992071681384,0.7239031830184832,38.10740120934543,0.6242702668514941,0.7603911339568744,47.14155582203206,0.3683283026697812,50.89648263528548,0.8835999859904153,0.4232293512337761,14.428698162051665,0.7931341694604372,25.51858581642305,0.83805354815857,0.49921195944015945,16.94343378049549,0.7213218808128385,29.467442452696513,0.8251283443971628,3.3475399544897484,11.452915152801056,0.8083155741991411
01095375,2,2,0.9509659809280355,0.27469326297577784,-5.853304247455677,0.9153219437944639,-5.540471713647841,0.9605800966179068,0.24629581934419612,2.032544285188327,0.9678484496529898,0.8949462534417288,0.8706364110755767,0.44617505948705405,-10.383227190783291,0.8465912598279768,23.6144033883117,0.816652164633363,0.5311744243087957,-7.96798985702626,0.8467251566680347,11.360877407298196,0.28349883426851397,1.050044520682644,-67.22400301631566,0.22447873230407434,-9.909806497072383,0.8631570738672134,0.45889194918513115,-14.302745139210376,0.8322105525131283,0.09278643449889167,0.7973338221673467,0.5584572082035526,-19.943023178834686,0.745167336441025,-9.198727085431567,0.678809602830009,4.536775976398302,-2.732811221851062,0.8305727825125104
01095375,2,3,0.9661694005314845,0.22816767084180747,6.241022152229326,0.8995217003275133,10.08643105237561,0.9693894552752467,0.21703750658315196,4.318919181569511,0.9327405285486066,9.492480843095274,0.8815642399829159,0.42691428603144826,-3.490435965066597,0.8219778917499472,30.30754443138171,0.8091972889639789,0.5418655400792499,-2.2218959415593162,0.811065983153485,24.146316244978614,0.8487444341520366,0.48245292603295303,25.79989656402845,0.656204061202325,23.619895225804473,0.9386858623181781,0.30717054959280016,8.023885731017398,0.8759099583206669,13.324685505087444,0.9179955409362311,0.3552368386249456,5.9889523682550285,0.8917045088767298,8.675813857306428,0.8212831454380665,3.3841438430758735,1.3806227054091667,0.908969790112193
01095375,3,0,0.986182739198324,0.14581769869552116,4.123879387974524,0.9542394544933849,3.223644656171367,0.9871085821723343,0.14084764981087677,-0.6573918875807011,0.9845466860498765,-1.6734767340780414,0.9031221975134633,0.3861103130938847,-12.236615252840464,0.8552953847231347,20.856038876740975,0.8373402023933307,0.5003102219927679,-7.872256296609624,0.8506768331191725,16.81556907782624,0.9240231272562276,0.3419321753707188,5.4300969844109375,0.9079452093507302,9.006852829784053,0.9501877331477838,0.27686459052511864,-3.9323520423568246,0.9535050240345897,9.560334963409447,0.9573980239066584,0.25604372366516465,-0.6584202943013053,0.9733345428177038,7.399882052440709,0.9120791258837221,2.373624723781793,1.7719487811573251,0.9273307585327646
01095375,3,1,0.968190404263156,0.2212474822757349,6.509520318684421,0.8997278521710359,9.751735705560003,0.9778427305657801,0.1846534310846666,3.9438890387133516,0.9453872885976938,4.923544707103276,0.8947899178415443,0.40237217655256535,-6.400686958141491,0.8453270121361677,25.741671868358274,0.821016727742751,0.524814087578018,-3.0419173002131004,0.8238038452343215,20.221879272248238,0.8540714038573645,0.4738811837406402,25.610711793267672,0.660306221366338,23.214643495843113,0.9464841892032722,0.28697252381932825,5.315417434339651,0.9186699737600674,9.172397207553242,0.9273671453186401,0.3343226643008151,5.521249509940348,0.9053638556878337,5.443482439982683,0.841541745295422,3.1865702149638975,1.526402980308632,0.9170932522697288
01095375,3,2,0.9913162781415619,0.11559850422579425,-6.148911513136457,0.9110373319499944,-7.528730570245819,0.9974589556007133,0.06253244202365076,-1.4078893357828501,0.9832332435503679,-3.0390643848154064,0.920702186999771,0.3493251605278065,-10.07685165825531,0.8680282970543747,20.224942845216802,0.8547736940349107,0.47273951759903826,-10.172675666083633,0.8522809650552453,10.96605944097452,0.9523114090517275,0.2708984422193853,8.82641505849802,0.8943250624053946,5.182878073625313,0.9780176493869008,0.1839231208892775,1.120352124541362,0.9669091694265057,4.639147216169535,0.9740896952407312,0.1996804390894902,-2.628645876242716,0.9623802302883222,-7.146049331183732,0.9956752289311638,0.5264384719883861,-2.0081153750672147,0.9701696845853472
01095375,3,3,0.9996079400687529,0.024562665395299534,-0.6187155693712305,0.9918814479284529,-0.5552726005522143,0.9963783010879189,0.07465440418364232,-2.1116958201286398,0.9788143764217893,1.0082984532785877,0.9020978569118472,0.3881462205505336,-5.335829480901702,0.8748039024027506,24.884254383781446,0.8462304470003272,0.4864457779479661,-8.69264446976637,0.8512473263933709,13.959553177882537,0.9330667004234955,0.32093743679566517,15.069960374909543,0.8129917768561863,11.07246575499841,0.9623551742422052,0.24068659780117116,6.032773041179652,0.9099371055822711,9.836441200461064,0.9753556635137863,0.19474119350630498,-0.13668739509027306,0.9865619693835405,-2.7337264918642994,0.9953755251181887,0.5443738699235185,-0.1898346127053766,0.9788039134148244
01095375,99,0,1.0,0.0,0.0,1.0,0.0,0.9943322028191031,0.09339129828488346,0.6091733674380374,0.992456782932908,2.799722746646344,0.9137653671918284,0.36428402091865364,-9.79849472392611,0.8547423922102197,21.33510509970015,0.8516200511815184,0.4778448072226653,-7.418557005008826,0.8559692232892573,14.345946318542655,0.9360718858387213,0.31364994014340797,5.694735683164125,0.9002758047917668,6.893693252097585,0.9849825106353409,0.15201902014516977,0.18259323084184403,0.982839061359058,-1.0045111111962053,0.9713120197964916,0.2101112220198254,-3.744046547844395,0.9578598180994495,1.279836634971442,1.0,0.0,0.0,1.0
01095375,99,1,1.0,0.0,0.0,1.0,0.0,0.9785031979007046,0.18188052182791106,-4.4572735723165,0.9452781795413883,3.251982706130592,0.9053295556747362,0.38168621049631346,-8.860610338129108,0.8556848626462021,21.610826666870903,0.8446261152475059,0.48897682308230095,-6.603329359174561,0.8528170037399564,14.118476025626789,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0
